Fecha,Super 95,Super 95 (Sin imp.),Diesel,Diesel (Sin imp.),Diesel Cal.,Diesel Cal. (Sin imp.),Pais
2017-08-07,1.089,0.456,0.962,0.446,0.575,0.446,Letonia
2017-07-31,1.09,0.457,0.96,0.445,0.574,0.445,Letonia
2017-07-24,1.091,0.458,0.963,0.447,0.577,0.447,Letonia
2017-07-17,1.109,0.473,0.981,0.462,0.595,0.462,Letonia
2017-07-10,1.111,0.475,0.984,0.464,0.598,0.464,Letonia
2017-07-03,1.112,0.476,0.985,0.465,0.598,0.465,Letonia
2017-06-26,1.118,0.481,0.998,0.476,0.612,0.476,Letonia
2017-06-19,1.122,0.484,1.008,0.484,0.621,0.484,Letonia
2017-06-12,1.133,0.493,1.012,0.487,0.625,0.487,Letonia
2017-06-05,1.143,0.501,1.025,0.498,0.638,0.498,Letonia
2017-05-29,1.142,0.5,1.023,0.496,0.636,0.496,Letonia
2017-05-22,1.146,0.504,1.026,0.499,0.64,0.499,Letonia
2017-05-15,1.145,0.503,1.035,0.506,0.648,0.506,Letonia
2017-05-08,1.169,0.523,1.064,0.53,0.677,0.53,Letonia
2017-05-01,1.166,0.521,1.06,0.527,0.673,0.527,Letonia
2017-04-24,1.167,0.521,1.061,0.528,0.674,0.528,Letonia
2017-04-10,1.157,0.513,1.048,0.517,0.704,0.517,Letonia
2017-04-03,1.159,0.514,1.05,0.519,0.706,0.519,Letonia
2017-03-27,1.168,0.522,1.07,0.535,0.726,0.535,Letonia
2017-03-20,1.182,0.534,1.083,0.546,0.739,0.546,Letonia
2017-03-13,1.182,0.534,1.093,0.554,0.749,0.554,Letonia
2017-03-06,1.182,0.534,1.093,0.554,0.749,0.554,Letonia
2017-02-27,1.184,0.535,1.092,0.554,0.748,0.554,Letonia
2017-02-20,1.174,0.527,1.092,0.554,0.748,0.554,Letonia
2017-02-13,1.173,0.526,1.093,0.555,0.75,0.555,Letonia
2017-02-06,1.173,0.526,1.094,0.555,0.75,0.555,Letonia
2017-01-30,1.172,0.526,1.093,0.554,0.749,0.554,Letonia
2017-01-23,1.173,0.526,1.103,0.563,0.759,0.563,Letonia
2017-01-16,1.173,0.526,1.103,0.563,0.759,0.563,Letonia
2017-01-09,1.163,0.518,1.093,0.555,0.75,0.555,Letonia
2017-01-02,1.152,0.509,1.082,0.545,0.738,0.545,Letonia
2016-12-19,1.115,0.478,1.047,0.516,0.703,0.516,Letonia
2016-12-12,1.11,0.474,1.041,0.512,0.698,0.512,Letonia
2016-12-05,1.101,0.466,1.011,0.487,0.668,0.487,Letonia
2016-11-28,1.103,0.469,0.995,0.473,0.651,0.473,Letonia
2016-11-21,1.102,0.467,1.002,0.479,0.659,0.479,Letonia
2016-11-14,1.103,0.468,1.004,0.481,0.66,0.481,Letonia
2016-11-07,1.111,0.475,1.021,0.495,0.677,0.495,Letonia
2016-10-31,1.11,0.474,1.021,0.494,0.635,0.495,Letonia
2016-10-24,1.102,0.468,1.015,0.49,0.627,0.489,Letonia
2016-10-17,1.104,0.469,1.013,0.489,0.625,0.487,Letonia
2016-10-10,1.069,0.44,0.969,0.452,0.58,0.45,Letonia
2016-10-03,1.065,0.437,0.965,0.448,0.576,0.447,Letonia
2016-09-26,1.064,0.436,0.962,0.446,0.574,0.445,Letonia
2016-09-19,1.064,0.436,0.963,0.447,0.574,0.445,Letonia
2016-09-12,1.065,0.436,0.963,0.447,0.575,0.445,Letonia
2016-09-05,1.065,0.437,0.964,0.448,0.575,0.446,Letonia
2016-08-29,1.057,0.43,0.956,0.441,0.568,0.44,Letonia
2016-08-22,1.049,0.424,0.935,0.424,0.546,0.422,Letonia
2016-08-15,1.051,0.425,0.943,0.43,0.554,0.429,Letonia
2016-08-08,1.061,0.433,0.953,0.439,0.564,0.437,Letonia
2016-08-01,1.071,0.442,0.963,0.447,0.574,0.445,Letonia
2016-07-25,1.073,0.442,0.964,0.446,0.577,0.446,Letonia
2016-07-18,1.096,0.461,0.975,0.455,0.588,0.455,Letonia
2016-07-11,1.114,0.476,0.983,0.462,0.596,0.462,Letonia
2016-07-04,1.114,0.476,0.984,0.463,0.597,0.463,Letonia
2016-06-27,1.123,0.484,0.983,0.462,0.596,0.462,Letonia
2016-06-20,1.123,0.484,0.983,0.462,0.596,0.462,Letonia
2016-06-13,1.1,0.465,0.953,0.437,0.566,0.437,Letonia
2016-06-06,1.097,0.462,0.949,0.434,0.562,0.434,Letonia
2016-05-30,1.091,0.457,0.959,0.442,0.572,0.442,Letonia
2016-05-23,1.085,0.452,0.934,0.421,0.547,0.421,Letonia
2016-05-16,1.084,0.451,0.923,0.413,0.537,0.413,Letonia
2016-05-09,1.084,0.451,0.923,0.412,0.536,0.412,Letonia
2016-05-02,1.075,0.444,0.907,0.399,0.521,0.399,Letonia
2016-04-25,1.074,0.443,0.905,0.397,0.518,0.397,Letonia
2016-04-18,1.065,0.435,0.904,0.397,0.518,0.397,Letonia
2016-04-11,1.055,0.427,0.913,0.404,0.526,0.404,Letonia
2016-04-04,1.046,0.42,0.914,0.405,0.527,0.369,Letonia
2016-03-21,1.01,0.39,0.902,0.395,0.558,0.395,Letonia
2016-03-14,0.999,0.381,0.892,0.386,0.548,0.386,Letonia
2016-03-07,0.992,0.375,0.873,0.371,0.53,0.371,Letonia
2016-02-29,0.993,0.376,0.873,0.371,0.53,0.371,Letonia
2016-02-22,1.002,0.384,0.873,0.371,0.529,0.371,Letonia
2016-02-15,1.013,0.393,0.88,0.376,0.536,0.376,Letonia
2016-02-08,1.025,0.402,0.883,0.379,0.539,0.379,Letonia
2016-02-01,1.024,0.402,0.883,0.379,0.539,0.379,Letonia
2016-01-25,1.055,0.427,0.913,0.404,0.57,0.404,Letonia
2016-01-18,1.064,0.435,0.924,0.413,0.58,0.413,Letonia
2016-01-11,1.063,0.434,0.934,0.421,0.59,0.421,Letonia
2016-01-04,1.05,0.423,0.934,0.422,0.59,0.422,Letonia
2015-12-14,1.062,0.458,0.99,0.476,0.645,0.466,Letonia
2015-12-07,1.065,0.46,0.993,0.478,0.647,0.469,Letonia
2015-11-30,1.063,0.458,0.992,0.477,0.646,0.468,Letonia
2015-11-23,1.063,0.458,0.993,0.478,0.648,0.469,Letonia
2015-11-16,1.063,0.459,0.993,0.478,0.648,0.469,Letonia
2015-11-09,1.063,0.458,0.994,0.479,0.648,0.469,Letonia
2015-11-02,1.063,0.459,0.993,0.479,0.648,0.469,Letonia
2015-10-26,1.073,0.467,1.0,0.484,0.612,0.475,Letonia
2015-10-19,1.074,0.467,1.004,0.487,0.615,0.477,Letonia
2015-10-12,1.073,0.467,1.002,0.486,0.614,0.477,Letonia
2015-10-05,1.093,0.483,1.003,0.487,0.615,0.477,Letonia
2015-09-28,1.103,0.492,1.003,0.487,0.615,0.477,Letonia
2015-09-21,1.103,0.492,1.003,0.487,0.615,0.477,Letonia
2015-09-14,1.103,0.492,1.003,0.487,0.615,0.477,Letonia
2015-09-07,1.103,0.492,1.003,0.487,0.615,0.477,Letonia
2015-08-31,1.122,0.507,1.02,0.501,0.632,0.491,Letonia
2015-08-24,1.154,0.533,1.031,0.509,0.642,0.5,Letonia
2015-08-17,1.174,0.55,1.051,0.526,0.663,0.517,Letonia
2015-08-10,1.2,0.572,1.071,0.542,0.682,0.533,Letonia
2015-08-03,1.21,0.58,1.075,0.546,0.687,0.537,Letonia
2015-07-27,1.222,0.59,1.101,0.567,0.712,0.558,Letonia
2015-07-20,1.226,0.59,1.109,0.57,0.716,0.557,Letonia
2015-07-13,1.223,0.587,1.132,0.59,0.739,0.576,Letonia
2015-07-06,1.223,0.587,1.132,0.589,0.739,0.576,Letonia
2015-06-29,1.225,0.589,1.133,0.591,0.74,0.577,Letonia
2015-06-22,1.224,0.588,1.134,0.591,0.741,0.578,Letonia
2015-06-15,1.221,0.586,1.134,0.591,0.741,0.578,Letonia
2015-06-08,1.222,0.587,1.134,0.591,0.741,0.578,Letonia
2015-06-01,1.212,0.578,1.134,0.591,0.741,0.578,Letonia
2015-05-25,1.199,0.567,1.121,0.58,0.728,0.567,Letonia
2015-05-18,1.202,0.57,1.124,0.583,0.731,0.57,Letonia
2015-05-11,1.201,0.569,1.123,0.582,0.73,0.569,Letonia
2015-05-04,1.18,0.552,1.102,0.564,0.709,0.551,Letonia
2015-04-27,1.173,0.546,1.094,0.558,0.702,0.545,Letonia
2015-04-20,1.162,0.537,1.092,0.556,0.699,0.543,Letonia
2015-04-13,1.153,0.53,1.117,0.577,0.724,0.564,Letonia
2015-03-30,1.153,0.529,1.123,0.582,0.773,0.569,Letonia
2015-03-23,1.152,0.529,1.131,0.589,0.781,0.576,Letonia
2015-03-16,1.152,0.529,1.133,0.59,0.783,0.577,Letonia
2015-03-09,1.136,0.516,1.127,0.585,0.777,0.572,Letonia
2015-03-02,1.075,0.465,1.063,0.532,0.713,0.519,Letonia
2015-02-23,1.082,0.471,1.075,0.542,0.725,0.529,Letonia
2015-02-16,1.064,0.456,1.057,0.527,0.707,0.514,Letonia
2015-02-09,1.047,0.442,1.048,0.52,0.698,0.507,Letonia
2015-02-02,1.02,0.42,1.021,0.498,0.671,0.484,Letonia
2015-01-26,1.023,0.422,1.023,0.5,0.673,0.487,Letonia
2015-01-19,1.028,0.427,1.03,0.505,0.68,0.492,Letonia
2015-01-12,1.051,0.445,1.054,0.525,0.704,0.512,Letonia
2015-01-05,1.072,0.462,1.075,0.543,0.725,0.53,Letonia
2014-12-29,1.137,0.516,1.138,0.594,0.788,0.581,Letonia
2014-12-22,1.137,0.516,1.138,0.594,0.788,0.581,Letonia
2014-12-15,1.137,0.516,1.138,0.594,0.788,0.581,Letonia
2014-12-08,1.18,0.552,1.156,0.609,0.806,0.596,Letonia
2014-12-01,1.203,0.571,1.194,0.641,0.844,0.628,Letonia
2014-11-24,1.212,0.579,1.202,0.647,0.852,0.634,Letonia
2014-11-17,1.213,0.579,1.201,0.647,0.851,0.634,Letonia
2014-11-10,1.213,0.579,1.201,0.646,0.851,0.633,Letonia
2014-11-03,1.213,0.579,1.202,0.647,0.852,0.634,Letonia
2014-10-27,1.228,0.591,1.209,0.653,0.816,0.64,Letonia
2014-10-20,1.258,0.616,1.219,0.661,0.826,0.648,Letonia
2014-10-13,1.279,0.634,1.248,0.685,0.855,0.672,Letonia
2014-10-06,1.279,0.634,1.248,0.685,0.855,0.672,Letonia
2014-09-29,1.279,0.634,1.248,0.685,0.855,0.672,Letonia
2014-09-22,1.289,0.642,1.258,0.693,0.865,0.68,Letonia
2014-09-15,1.289,0.642,1.258,0.693,0.865,0.68,Letonia
2014-09-08,1.287,0.64,1.255,0.691,0.862,0.678,Letonia
2014-09-01,1.279,0.634,1.255,0.691,0.862,0.678,Letonia
2014-08-25,1.279,0.634,1.255,0.691,0.862,0.678,Letonia
2014-08-18,1.294,0.646,1.255,0.691,0.862,0.678,Letonia
2014-08-11,1.299,0.65,1.255,0.691,0.862,0.678,Letonia
2014-08-04,1.301,0.652,1.252,0.689,0.859,0.676,Letonia
2014-07-28,1.313,0.662,1.252,0.689,0.859,0.676,Letonia
2014-07-21,1.336,0.681,1.276,0.708,0.883,0.695,Letonia
2014-07-14,1.346,0.679,1.286,0.711,0.887,0.711,Letonia
2014-07-07,1.346,0.679,1.286,0.711,0.887,0.711,Letonia
2014-06-30,1.334,0.669,1.283,0.709,0.884,0.709,Letonia
2014-06-23,1.334,0.669,1.272,0.7,0.873,0.7,Letonia
2014-06-16,1.334,0.669,1.272,0.7,0.873,0.7,Letonia
2014-06-09,1.334,0.669,1.277,0.704,0.878,0.704,Letonia
2014-06-02,1.336,0.67,1.278,0.705,0.879,0.705,Letonia
2014-05-26,1.334,0.668,1.276,0.703,0.877,0.703,Letonia
2014-05-19,1.326,0.662,1.269,0.698,0.87,0.698,Letonia
2014-05-12,1.326,0.662,1.271,0.699,0.872,0.699,Letonia
2014-05-05,1.326,0.662,1.285,0.711,0.886,0.711,Letonia
2014-04-28,1.326,0.662,1.285,0.711,0.886,0.711,Letonia
2014-04-14,1.317,0.655,1.284,0.71,0.885,0.71,Letonia
2014-04-07,1.319,0.656,1.282,0.708,0.883,0.708,Letonia
2014-03-31,1.322,0.659,1.286,0.711,0.93,0.711,Letonia
2014-03-24,1.323,0.659,1.286,0.712,0.93,0.712,Letonia
2014-03-17,1.323,0.66,1.3,0.723,0.944,0.723,Letonia
2014-03-10,1.323,0.66,1.306,0.728,0.95,0.728,Letonia
2014-03-03,1.313,0.651,1.296,0.72,0.94,0.72,Letonia
2014-02-24,1.314,0.652,1.298,0.722,0.942,0.722,Letonia
2014-02-17,1.313,0.651,1.298,0.722,0.942,0.722,Letonia
2014-02-10,1.304,0.644,1.296,0.72,0.94,0.72,Letonia
2014-02-03,1.294,0.636,1.289,0.714,0.933,0.714,Letonia
2014-01-27,1.296,0.638,1.289,0.714,0.933,0.714,Letonia
2014-01-20,1.294,0.636,1.289,0.714,0.933,0.714,Letonia
2014-01-13,1.294,0.636,1.289,0.714,0.933,0.714,Letonia
2014-01-06,1.298,0.639,1.287,0.712,0.931,0.712,Letonia
2013-12-16,1.3,0.641,1.297,0.721,0.941,0.721,Letonia
2013-12-09,1.3,0.641,1.295,0.719,0.939,0.719,Letonia
2013-12-02,1.3,0.641,1.279,0.706,0.923,0.706,Letonia
2013-11-25,1.3,0.641,1.267,0.696,0.911,0.696,Letonia
2013-11-18,1.293,0.634,1.254,0.685,0.898,0.685,Letonia
2013-11-11,1.292,0.634,1.256,0.687,0.9,0.687,Letonia
2013-11-04,1.311,0.65,1.283,0.709,0.927,0.709,Letonia
2013-10-28,1.309,0.648,1.284,0.71,0.885,0.71,Letonia
2013-10-21,1.309,0.648,1.288,0.713,0.889,0.713,Letonia
2013-10-14,1.309,0.648,1.273,0.701,0.874,0.701,Letonia
2013-10-07,1.31,0.649,1.284,0.71,0.885,0.71,Letonia
2013-09-30,1.333,0.668,1.299,0.723,0.9,0.723,Letonia
2013-09-23,1.345,0.678,1.313,0.734,0.914,0.734,Letonia
2013-09-16,1.372,0.7,1.326,0.745,0.927,0.745,Letonia
2013-09-09,1.374,0.702,1.326,0.745,0.927,0.745,Letonia
2013-09-02,1.373,0.701,1.324,0.743,0.925,0.743,Letonia
2013-08-26,1.368,0.697,1.301,0.724,0.902,0.724,Letonia
2013-08-19,1.369,0.698,1.302,0.725,0.903,0.725,Letonia
2013-08-12,1.367,0.696,1.315,0.736,0.916,0.736,Letonia
2013-08-05,1.377,0.704,1.326,0.745,0.927,0.745,Letonia
2013-07-29,1.365,0.694,1.31,0.732,0.911,0.732,Letonia
2013-07-22,1.378,0.705,1.329,0.747,0.93,0.747,Letonia
2013-07-15,1.361,0.691,1.292,0.717,0.893,0.717,Letonia
2013-07-08,1.347,0.679,1.285,0.711,0.886,0.711,Letonia
2013-07-01,1.33,0.665,1.267,0.696,0.868,0.696,Letonia
2013-06-24,1.336,0.672,1.273,0.699,0.872,0.699,Letonia
2013-06-17,1.336,0.672,1.269,0.696,0.868,0.696,Letonia
2013-06-10,1.336,0.672,1.272,0.699,0.872,0.699,Letonia
2013-06-03,1.336,0.673,1.273,0.699,0.872,0.699,Letonia
2013-05-27,1.337,0.673,1.273,0.7,0.872,0.7,Letonia
2013-05-20,1.326,0.663,1.267,0.693,0.865,0.693,Letonia
2013-05-13,1.338,0.673,1.266,0.693,0.865,0.693,Letonia
2013-05-06,1.352,0.684,1.277,0.702,0.875,0.702,Letonia
2013-04-29,1.352,0.684,1.28,0.705,0.879,0.705,Letonia
2013-04-22,1.362,0.693,1.28,0.705,0.878,0.705,Letonia
2013-04-15,1.373,0.703,1.315,0.733,0.913,0.733,Letonia
2013-04-08,1.383,0.71,1.33,0.746,0.928,0.746,Letonia
2013-04-01,1.383,0.711,1.333,0.749,0.932,0.749,Letonia
2013-03-25,1.368,0.699,1.332,0.749,0.975,0.749,Letonia
2013-03-18,1.367,0.697,1.349,0.762,0.991,0.762,Letonia
2013-03-11,1.37,0.7,1.344,0.758,0.986,0.758,Letonia
2013-03-04,1.397,0.722,1.37,0.779,1.011,0.779,Letonia
2013-02-25,1.408,0.731,1.382,0.788,1.023,0.788,Letonia
2013-02-18,1.409,0.731,1.382,0.789,1.024,0.789,Letonia
2013-02-11,1.413,0.734,1.373,0.781,1.014,0.781,Letonia
2013-02-04,1.397,0.721,1.368,0.778,1.01,0.778,Letonia
2013-01-28,1.385,0.711,1.372,0.78,1.013,0.78,Letonia
2013-01-21,1.387,0.712,1.374,0.781,1.014,0.781,Letonia
2013-01-14,1.373,0.7,1.361,0.77,1.001,0.77,Letonia
2013-01-07,1.36,0.69,1.346,0.758,0.987,0.758,Letonia
2012-12-17,1.382,0.707,1.367,0.775,1.007,0.775,Letonia
2012-12-10,1.382,0.707,1.382,0.787,1.021,0.787,Letonia
2012-12-03,1.382,0.707,1.382,0.787,1.021,0.787,Letonia
2012-11-26,1.382,0.707,1.382,0.787,1.021,0.787,Letonia
2012-11-19,1.353,0.683,1.368,0.775,1.007,0.775,Letonia
2012-11-12,1.339,0.671,1.367,0.775,1.007,0.775,Letonia
2012-11-05,1.362,0.69,1.375,0.781,1.014,0.781,Letonia
2012-10-29,1.383,0.708,1.382,0.787,1.001,0.806,Letonia
2012-10-22,1.437,0.753,1.394,0.797,1.014,0.816,Letonia
2012-10-15,1.439,0.754,1.396,0.799,1.016,0.818,Letonia
2012-10-08,1.438,0.753,1.382,0.787,1.001,0.806,Letonia
2012-10-01,1.439,0.754,1.383,0.788,1.003,0.807,Letonia
2012-09-24,1.468,0.778,1.396,0.798,1.015,0.818,Letonia
2012-09-17,1.495,0.8,1.41,0.81,1.03,0.829,Letonia
2012-09-10,1.488,0.794,1.41,0.81,1.03,0.829,Letonia
2012-09-03,1.481,0.789,1.41,0.81,1.03,0.829,Letonia
2012-08-27,1.468,0.778,1.41,0.81,1.03,0.829,Letonia
2012-08-20,1.441,0.755,1.411,0.81,1.03,0.83,Letonia
2012-08-13,1.425,0.742,1.389,0.793,1.008,0.812,Letonia
2012-08-06,1.403,0.724,1.367,0.775,0.987,0.794,Letonia
2012-07-30,1.397,0.719,1.368,0.776,0.988,0.795,Letonia
2012-07-23,1.39,0.714,1.36,0.769,0.98,0.788,Letonia
2012-07-16,1.353,0.683,1.304,0.723,0.913,0.733,Letonia
2012-07-09,1.355,0.684,1.283,0.705,0.892,0.715,Letonia
2012-07-02,1.326,0.661,1.254,0.682,0.864,0.692,Letonia
2012-06-25,1.347,0.67,1.275,0.695,0.891,0.709,Letonia
2012-06-18,1.368,0.688,1.298,0.713,0.914,0.728,Letonia
2012-06-11,1.382,0.699,1.31,0.723,0.927,0.738,Letonia
2012-06-04,1.397,0.712,1.34,0.748,0.957,0.763,Letonia
2012-05-28,1.395,0.711,1.337,0.746,0.954,0.76,Letonia
2012-05-21,1.396,0.711,1.366,0.77,0.983,0.784,Letonia
2012-05-14,1.425,0.735,1.366,0.77,0.983,0.784,Letonia
2012-05-07,1.435,0.745,1.377,0.779,0.995,0.794,Letonia
2012-04-30,1.477,0.779,1.377,0.78,0.995,0.794,Letonia
2012-04-23,1.492,0.791,1.392,0.792,1.01,0.806,Letonia
2012-04-16,1.507,0.803,1.407,0.804,1.024,0.818,Letonia
2012-04-02,1.474,0.777,1.417,0.813,1.036,0.827,Letonia
2012-03-26,1.454,0.758,1.416,0.811,1.077,0.825,Letonia
2012-03-19,1.439,0.746,1.416,0.811,1.077,0.825,Letonia
2012-03-12,1.418,0.729,1.403,0.799,1.063,0.814,Letonia
2012-03-05,1.415,0.728,1.401,0.799,1.062,0.813,Letonia
2012-02-27,1.414,0.727,1.4,0.798,1.061,0.812,Letonia
2012-02-20,1.401,0.716,1.384,0.784,1.045,0.799,Letonia
2012-02-13,1.384,0.702,1.375,0.778,1.037,0.792,Letonia
2012-02-06,1.371,0.692,1.37,0.774,1.031,0.788,Letonia
2012-01-30,1.367,0.689,1.366,0.77,1.027,0.785,Letonia
2012-01-23,1.368,0.689,1.374,0.777,1.035,0.791,Letonia
2012-01-16,1.353,0.678,1.366,0.771,1.028,0.785,Letonia
2012-01-09,1.346,0.67,1.35,0.757,1.011,0.771,Letonia
2011-12-19,1.279,0.634,1.321,0.747,0.981,0.747,Letonia
2011-12-12,1.285,0.639,1.328,0.753,0.989,0.753,Letonia
2011-12-05,1.303,0.654,1.35,0.771,1.011,0.771,Letonia
2011-11-28,1.283,0.637,1.353,0.773,1.013,0.773,Letonia
2011-11-21,1.302,0.656,1.356,0.779,1.019,0.779,Letonia
2011-11-14,1.306,0.659,1.348,0.771,1.01,0.771,Letonia
2011-11-07,1.316,0.668,1.345,0.769,1.008,0.769,Letonia
2011-10-31,1.313,0.666,1.341,0.767,0.962,0.767,Letonia
2011-10-24,1.32,0.672,1.328,0.757,0.949,0.757,Letonia
2011-10-17,1.312,0.666,1.305,0.738,0.926,0.738,Letonia
2011-10-10,1.28,0.641,1.28,0.718,0.902,0.718,Letonia
2011-10-03,1.283,0.644,1.242,0.688,0.866,0.688,Letonia
2011-09-26,1.282,0.644,1.24,0.687,0.864,0.687,Letonia
2011-09-19,1.297,0.656,1.248,0.693,0.871,0.693,Letonia
2011-09-12,1.297,0.656,1.248,0.693,0.871,0.693,Letonia
2011-09-05,1.27,0.634,1.228,0.677,0.851,0.677,Letonia
2011-08-29,1.29,0.65,1.262,0.704,0.885,0.704,Letonia
2011-08-22,1.29,0.65,1.261,0.704,0.885,0.704,Letonia
2011-08-08,1.311,0.667,1.29,0.727,0.913,0.727,Letonia
2011-08-01,1.318,0.673,1.297,0.733,0.92,0.733,Letonia
2011-07-25,1.318,0.673,1.29,0.727,0.913,0.727,Letonia
2011-07-18,1.304,0.662,1.276,0.716,0.899,0.716,Letonia
2011-07-11,1.29,0.65,1.255,0.699,0.878,0.699,Letonia
2011-07-04,1.29,0.65,1.248,0.693,0.871,0.693,Letonia
2011-06-27,1.304,0.662,1.262,0.704,0.885,0.704,Letonia
2011-06-20,1.305,0.662,1.262,0.705,0.886,0.705,Letonia
2011-06-13,1.305,0.662,1.242,0.688,0.865,0.688,Letonia
2011-06-06,1.312,0.667,1.248,0.693,0.871,0.693,Letonia
2011-05-30,1.276,0.666,1.247,0.693,0.871,0.693,Letonia
2011-05-23,1.28,0.67,1.248,0.693,0.871,0.693,Letonia
2011-05-16,1.297,0.684,1.262,0.704,0.885,0.704,Letonia
2011-05-09,1.297,0.684,1.262,0.704,0.885,0.704,Letonia
2011-05-02,1.311,0.696,1.283,0.722,0.906,0.722,Letonia
2011-04-18,1.303,0.689,1.293,0.73,0.916,0.73,Letonia
2011-04-11,1.297,0.684,1.29,0.728,0.914,0.728,Letonia
2011-04-04,1.276,0.667,1.276,0.716,0.899,0.716,Letonia
2011-03-28,1.262,0.655,1.284,0.722,0.95,0.722,Letonia
2011-03-21,1.263,0.655,1.284,0.722,0.95,0.722,Letonia
2011-03-14,1.267,0.658,1.274,0.713,0.939,0.713,Letonia
2011-03-07,1.258,0.65,1.265,0.705,0.93,0.705,Letonia
2011-02-28,1.235,0.63,1.256,0.698,0.92,0.698,Letonia
2011-02-21,1.214,0.613,1.237,0.682,0.901,0.682,Letonia
2011-02-14,1.203,0.605,1.214,0.664,0.879,0.664,Letonia
2011-02-07,1.21,0.609,1.215,0.662,0.877,0.662,Letonia
2011-01-31,1.195,0.597,1.202,0.652,0.865,0.652,Letonia
2011-01-24,1.22,0.618,1.22,0.668,0.884,0.668,Letonia
2011-01-17,1.222,0.619,1.215,0.663,0.878,0.663,Letonia
2011-01-10,1.22,0.616,1.199,0.649,0.861,0.649,Letonia
2011-01-03,1.19,0.597,1.176,0.635,0.843,0.635,Letonia
2010-12-20,1.132,0.575,1.132,0.606,0.801,0.606,Letonia
2010-12-13,1.142,0.583,1.142,0.614,0.811,0.614,Letonia
2010-12-06,1.131,0.574,1.131,0.605,0.801,0.605,Letonia
2010-11-29,1.103,0.551,1.11,0.588,0.78,0.588,Letonia
2010-11-22,1.104,0.551,1.111,0.588,0.78,0.588,Letonia
2010-11-15,1.097,0.546,1.104,0.583,0.773,0.583,Letonia
2010-11-08,1.09,0.54,1.087,0.568,0.756,0.568,Letonia
2010-10-25,1.09,0.54,1.084,0.581,0.729,0.581,Letonia
2010-10-18,1.086,0.536,1.084,0.582,0.729,0.582,Letonia
2010-10-11,1.087,0.538,1.085,0.582,0.73,0.582,Letonia
2010-10-04,1.076,0.528,1.076,0.575,0.721,0.575,Letonia
2010-09-27,1.089,0.54,1.072,0.572,0.718,0.572,Letonia
2010-09-20,1.09,0.54,1.073,0.572,0.718,0.572,Letonia
2010-09-13,1.076,0.528,1.062,0.563,0.707,0.563,Letonia
2010-09-06,1.076,0.528,1.062,0.563,0.707,0.563,Letonia
2010-08-30,1.07,0.523,1.055,0.558,0.7,0.558,Letonia
2010-08-23,1.084,0.535,1.064,0.565,0.709,0.565,Letonia
2010-08-16,1.091,0.54,1.064,0.565,0.709,0.565,Letonia
2010-08-09,1.093,0.542,1.065,0.566,0.71,0.566,Letonia
2010-08-02,1.101,0.549,1.076,0.574,0.72,0.574,Letonia
2010-07-26,1.1,0.548,1.075,0.574,0.72,0.574,Letonia
2010-07-19,1.1,0.548,1.075,0.574,0.72,0.574,Letonia
2010-07-12,1.101,0.548,1.075,0.574,0.72,0.574,Letonia
2010-07-05,1.1,0.548,1.074,0.573,0.719,0.573,Letonia
2010-06-28,1.1,0.53,1.075,0.558,0.701,0.558,Letonia
2010-06-21,1.101,0.53,1.076,0.559,0.702,0.559,Letonia
2010-06-14,1.095,0.525,1.074,0.557,0.7,0.557,Letonia
2010-06-07,1.094,0.525,1.066,0.551,0.692,0.551,Letonia
2010-05-31,1.093,0.524,1.065,0.55,0.691,0.55,Letonia
2010-05-24,1.1,0.529,1.072,0.555,0.697,0.555,Letonia
2010-05-17,1.12,0.545,1.088,0.569,0.714,0.569,Letonia
2010-05-10,1.12,0.545,1.088,0.569,0.714,0.569,Letonia
2010-05-03,1.12,0.545,1.082,0.563,0.707,0.563,Letonia
2010-04-26,1.109,0.537,1.081,0.563,0.707,0.563,Letonia
2010-04-19,1.123,0.548,1.095,0.574,0.72,0.574,Letonia
2010-04-12,1.111,0.538,1.083,0.564,0.708,0.564,Letonia
2010-03-29,1.081,0.513,1.048,0.536,0.674,0.536,Letonia
2010-03-22,1.095,0.525,1.038,0.527,0.664,0.527,Letonia
2010-03-15,1.05,0.488,1.008,0.502,0.633,0.502,Letonia
2010-03-08,1.052,0.489,1.023,0.515,0.649,0.515,Letonia
2010-03-01,1.036,0.477,1.008,0.503,0.635,0.503,Letonia
2010-02-22,1.05,0.489,1.022,0.515,0.649,0.515,Letonia
2010-02-15,1.052,0.489,1.009,0.504,0.635,0.504,Letonia
2010-02-08,1.051,0.489,1.009,0.504,0.635,0.504,Letonia
2010-02-01,1.034,0.475,0.992,0.49,0.618,0.49,Letonia
2010-01-25,1.039,0.479,0.997,0.493,0.623,0.493,Letonia
2010-01-18,1.052,0.489,1.009,0.504,0.635,0.504,Letonia
2010-01-11,1.036,0.477,1.001,0.497,0.627,0.497,Letonia
2010-01-04,1.008,0.454,0.98,0.48,0.606,0.48,Letonia
2009-12-21,0.983,0.432,0.941,0.446,0.566,0.446,Letonia
2009-12-14,0.998,0.444,0.941,0.447,0.566,0.447,Letonia
2009-12-07,1.011,0.455,0.968,0.469,0.594,0.469,Letonia
2009-11-30,1.023,0.466,0.981,0.48,0.607,0.48,Letonia
2009-11-23,1.022,0.466,0.98,0.48,0.606,0.48,Letonia
2009-11-16,1.017,0.46,0.967,0.469,0.593,0.469,Letonia
2009-11-09,1.009,0.454,0.981,0.48,0.607,0.48,Letonia
2009-11-02,1.008,0.454,0.98,0.48,0.606,0.48,Letonia
