Fecha,Super 95,Super 95 (Sin imp.),Diesel,Diesel (Sin imp.),Diesel Cal.,Diesel Cal. (Sin imp.),Pais
2022-10-31,1.76,0.982,1.971,1.25,1.418,1.075,España
2022-10-24,1.763,0.985,1.973,1.252,1.438,1.092,España
2022-10-17,1.757,0.979,1.949,1.232,1.481,1.127,España
2022-10-10,1.711,0.941,1.857,1.155,1.391,1.053,España
2022-10-03,1.676,0.913,1.808,1.116,1.31,0.986,España
2022-09-26,1.681,0.917,1.822,1.127,1.307,0.984,España
2022-09-19,1.709,0.94,1.868,1.165,1.322,0.996,España
2022-09-12,1.749,0.972,1.906,1.196,1.379,1.043,España
2022-09-05,1.78,0.998,1.921,1.209,1.395,1.056,España
2022-08-29,1.794,1.01,1.883,1.177,1.368,1.034,España
2022-08-22,1.787,1.004,1.816,1.122,1.331,1.004,España
2022-08-15,1.798,1.013,1.806,1.114,1.253,0.939,España
2022-08-08,1.861,1.065,1.854,1.153,1.346,1.016,España
2022-08-01,1.903,1.1,1.893,1.186,1.399,1.06,España
2022-07-25,1.955,1.143,1.933,1.219,1.435,1.09,España
2022-07-18,2.026,1.202,1.972,1.25,1.477,1.124,España
2022-07-11,2.073,1.24,2.023,1.292,1.502,1.145,España
2022-07-04,2.113,1.274,2.076,1.337,1.563,1.195,España
2022-06-27,2.129,1.286,2.1,1.357,1.586,1.214,España
2022-06-20,2.142,1.297,2.077,1.337,1.594,1.22,España
2022-06-13,2.117,1.277,2.004,1.277,1.523,1.162,España
2022-06-06,2.049,1.22,1.917,1.205,1.432,1.087,España
2022-05-30,1.968,1.154,1.852,1.152,1.369,1.035,España
2022-05-23,1.94,1.131,1.867,1.164,1.336,1.007,España
2022-05-16,1.898,1.096,1.887,1.181,1.355,1.023,España
2022-05-09,1.878,1.08,1.911,1.201,1.393,1.054,España
2022-05-02,1.837,1.046,1.873,1.169,1.352,1.021,España
2022-04-25,1.817,1.029,1.847,1.148,1.375,1.039,España
2022-04-11,1.591,0.842,1.614,0.955,1.314,0.99,España
2022-04-04,1.613,0.86,1.647,0.982,1.315,0.99,España
2022-03-28,1.818,1.03,1.837,1.139,1.391,1.053,España
2022-03-21,1.813,1.026,1.798,1.107,1.339,1.01,España
2022-03-14,1.845,1.052,1.817,1.123,1.393,1.055,España
2022-03-07,1.68,0.916,1.581,0.928,1.175,0.874,España
2022-02-28,1.609,0.857,1.497,0.858,0.995,0.726,España
2022-02-21,1.592,0.843,1.479,0.844,0.973,0.708,España
2022-02-14,1.575,0.829,1.463,0.83,0.954,0.692,España
2022-02-07,1.559,0.816,1.444,0.815,0.951,0.689,España
2022-01-31,1.538,0.798,1.422,0.796,0.915,0.66,España
2022-01-24,1.52,0.784,1.404,0.781,0.909,0.654,España
2022-01-17,1.502,0.769,1.381,0.762,0.869,0.622,España
2022-01-10,1.49,0.758,1.36,0.745,0.858,0.613,España
2022-01-03,1.48,0.75,1.347,0.734,0.83,0.589,España
2021-12-20,1.476,0.748,1.344,0.732,0.815,0.577,España
2021-12-13,1.48,0.75,1.347,0.734,0.81,0.572,España
2021-12-06,1.488,0.757,1.355,0.741,0.83,0.589,España
2021-11-29,1.509,0.775,1.377,0.759,0.85,0.605,España
2021-11-22,1.513,0.778,1.381,0.762,0.849,0.605,España
2021-11-15,1.513,0.778,1.386,0.766,0.861,0.615,España
2021-11-08,1.51,0.775,1.384,0.765,0.855,0.61,España
2021-11-01,1.506,0.772,1.382,0.763,0.86,0.614,España
2021-10-25,1.497,0.765,1.374,0.756,0.855,0.61,España
2021-10-18,1.484,0.754,1.358,0.743,0.842,0.599,España
2021-10-11,1.467,0.739,1.335,0.725,0.826,0.586,España
2021-10-04,1.448,0.724,1.309,0.703,0.792,0.558,España
2021-09-27,1.437,0.715,1.291,0.688,0.771,0.54,España
2021-09-20,1.437,0.715,1.28,0.679,0.758,0.53,España
2021-09-13,1.429,0.708,1.271,0.671,0.744,0.518,España
2021-09-06,1.421,0.702,1.266,0.667,0.741,0.516,España
2021-08-30,1.414,0.696,1.259,0.661,0.723,0.501,España
2021-08-23,1.415,0.697,1.26,0.663,0.725,0.502,España
2021-08-16,1.418,0.699,1.266,0.667,0.738,0.513,España
2021-08-09,1.42,0.701,1.27,0.671,0.755,0.527,España
2021-08-02,1.416,0.698,1.27,0.67,0.748,0.521,España
2021-07-26,1.408,0.691,1.264,0.665,0.726,0.503,España
2021-07-19,1.409,0.692,1.268,0.669,0.74,0.515,España
2021-07-12,1.401,0.685,1.263,0.664,0.738,0.513,España
2021-07-05,1.391,0.677,1.254,0.657,0.739,0.514,España
2021-06-28,1.383,0.67,1.247,0.651,0.731,0.508,España
2021-06-21,1.374,0.663,1.238,0.644,0.725,0.502,España
2021-06-14,1.367,0.657,1.232,0.639,0.709,0.489,España
2021-06-07,1.359,0.65,1.221,0.63,0.694,0.477,España
2021-05-31,1.351,0.644,1.212,0.623,0.687,0.471,España
2021-05-24,1.351,0.644,1.211,0.622,0.691,0.474,España
2021-05-17,1.351,0.644,1.208,0.619,0.696,0.479,España
2021-05-10,1.344,0.638,1.2,0.613,0.686,0.471,España
2021-05-03,1.332,0.628,1.188,0.603,0.673,0.459,España
2021-04-26,1.326,0.624,1.183,0.599,0.673,0.459,España
2021-04-19,1.32,0.618,1.18,0.596,0.672,0.459,España
2021-04-12,1.315,0.614,1.179,0.595,0.667,0.455,España
2021-03-29,1.317,0.616,1.184,0.6,0.669,0.456,España
2021-03-22,1.321,0.619,1.193,0.607,0.684,0.469,España
2021-03-15,1.311,0.611,1.173,0.591,0.689,0.473,España
2021-03-08,1.294,0.596,1.173,0.591,0.675,0.461,España
2021-03-01,1.283,0.587,1.165,0.584,0.671,0.458,España
2021-02-22,1.268,0.575,1.151,0.572,0.652,0.442,España
2021-02-15,1.252,0.562,1.134,0.558,0.645,0.436,España
2021-02-08,1.238,0.551,1.119,0.546,0.627,0.421,España
2021-02-01,1.227,0.541,1.108,0.537,0.614,0.411,España
2021-01-25,1.225,0.539,1.107,0.536,0.622,0.418,España
2021-01-18,1.216,0.532,1.099,0.529,0.607,0.405,España
2021-01-11,1.2,0.519,1.085,0.518,0.593,0.393,España
2020-12-21,1.185,0.506,1.069,0.504,0.58,0.383,España
2020-12-14,1.176,0.499,1.058,0.495,0.57,0.374,España
2020-12-07,1.17,0.494,1.049,0.488,0.552,0.359,España
2020-11-30,1.167,0.492,1.043,0.483,0.552,0.359,España
2020-11-23,1.157,0.483,1.032,0.474,0.525,0.337,España
2020-11-16,1.152,0.479,1.025,0.468,0.522,0.334,España
2020-11-09,1.142,0.471,1.014,0.459,0.509,0.324,España
2020-11-02,1.146,0.474,1.018,0.462,0.51,0.324,España
2020-10-26,1.155,0.482,1.026,0.469,0.515,0.329,España
2020-10-19,1.161,0.487,1.03,0.472,0.522,0.335,España
2020-10-12,1.162,0.488,1.03,0.472,0.516,0.33,España
2020-10-05,1.162,0.488,1.029,0.471,0.512,0.327,España
2020-09-28,1.163,0.488,1.03,0.473,0.511,0.326,España
2020-09-21,1.162,0.488,1.034,0.475,0.509,0.324,España
2020-09-14,1.162,0.488,1.04,0.481,0.519,0.332,España
2020-08-17,1.164,0.489,1.061,0.498,0.551,0.359,España
2020-08-10,1.159,0.485,1.06,0.497,0.548,0.356,España
2020-06-08,1.103,0.439,1.008,0.454,0.504,0.32,España
2020-06-01,1.094,0.432,1.002,0.449,0.483,0.303,España
2020-05-25,1.09,0.428,0.998,0.446,0.475,0.296,España
2020-05-18,1.079,0.419,0.985,0.435,0.467,0.29,España
2020-05-11,1.074,0.415,0.981,0.432,0.458,0.281,España
2020-05-04,1.072,0.414,0.981,0.432,0.454,0.279,España
2020-04-27,1.089,0.427,1.0,0.447,0.465,0.288,España
2020-04-20,1.109,0.443,1.022,0.466,0.495,0.313,España
2020-04-06,1.122,0.455,1.038,0.479,0.533,0.344,España
2020-03-30,1.144,0.472,1.057,0.495,0.546,0.355,España
2020-03-23,1.176,0.499,1.085,0.518,0.564,0.369,España
2020-03-16,1.233,0.546,1.128,0.553,0.597,0.397,España
2020-03-09,1.278,0.583,1.171,0.589,0.658,0.447,España
2020-03-02,1.293,0.596,1.19,0.605,0.684,0.469,España
2020-02-24,1.3,0.602,1.202,0.614,0.715,0.494,España
2020-02-17,1.297,0.599,1.2,0.613,0.711,0.491,España
2020-02-10,1.299,0.601,1.206,0.618,0.71,0.49,España
2020-02-03,1.308,0.608,1.221,0.63,0.739,0.514,España
2020-01-27,1.318,0.617,1.236,0.642,0.764,0.535,España
2020-01-20,1.322,0.62,1.247,0.651,0.779,0.547,España
2020-01-13,1.326,0.623,1.254,0.657,0.795,0.561,España
2020-01-06,1.321,0.619,1.247,0.652,0.806,0.569,España
2019-12-16,1.303,0.604,1.221,0.63,0.772,0.542,España
2019-12-09,1.305,0.605,1.218,0.628,0.768,0.538,España
2019-12-02,1.306,0.607,1.219,0.629,0.766,0.536,España
2019-11-25,1.299,0.601,1.215,0.625,0.767,0.537,España
2019-11-18,1.298,0.6,1.215,0.625,0.771,0.54,España
2019-11-11,1.3,0.601,1.216,0.626,0.766,0.536,España
2019-11-04,1.297,0.599,1.214,0.625,0.768,0.538,España
2019-10-28,1.297,0.599,1.212,0.623,0.769,0.539,España
2019-10-21,1.302,0.604,1.212,0.622,0.767,0.537,España
2019-10-14,1.308,0.609,1.213,0.624,0.769,0.539,España
2019-10-07,1.314,0.613,1.221,0.63,0.77,0.54,España
2019-09-30,1.321,0.619,1.23,0.637,0.795,0.56,España
2019-09-23,1.318,0.617,1.226,0.634,0.801,0.565,España
2019-09-16,1.304,0.605,1.209,0.62,0.788,0.554,España
2019-09-09,1.302,0.603,1.2,0.613,0.774,0.543,España
2019-09-02,1.307,0.607,1.198,0.611,0.765,0.535,España
2019-08-26,1.309,0.609,1.198,0.611,0.766,0.537,España
2019-08-19,1.313,0.612,1.2,0.613,0.765,0.536,España
2019-08-12,1.322,0.62,1.208,0.619,0.76,0.532,España
2019-08-05,1.331,0.628,1.217,0.627,0.784,0.551,España
2019-07-29,1.328,0.624,1.212,0.623,0.771,0.54,España
2019-07-22,1.33,0.626,1.214,0.624,0.776,0.545,España
2019-07-15,1.321,0.619,1.211,0.621,0.768,0.538,España
2019-07-08,1.312,0.611,1.205,0.617,0.772,0.541,España
2019-07-01,1.308,0.609,1.201,0.614,0.77,0.54,España
2019-06-24,1.302,0.603,1.194,0.608,0.757,0.529,España
2019-06-17,1.307,0.607,1.199,0.612,0.743,0.517,España
2019-06-10,1.325,0.622,1.219,0.629,0.747,0.52,España
2019-06-03,1.349,0.642,1.247,0.652,0.791,0.557,España
2019-05-27,1.357,0.649,1.261,0.663,0.814,0.576,España
2019-05-20,1.355,0.647,1.259,0.662,0.812,0.575,España
2019-05-13,1.355,0.647,1.258,0.661,0.811,0.573,España
2019-05-06,1.358,0.65,1.258,0.661,0.809,0.572,España
2019-04-29,1.354,0.646,1.257,0.66,0.808,0.571,España
2019-04-15,1.33,0.626,1.242,0.648,0.795,0.56,España
2019-04-08,1.308,0.608,1.232,0.64,0.782,0.55,España
2019-04-01,1.291,0.594,1.228,0.636,0.775,0.544,España
2019-03-25,1.278,0.583,1.228,0.636,0.77,0.539,España
2019-03-18,1.268,0.575,1.23,0.638,0.778,0.546,España
2019-03-11,1.261,0.57,1.229,0.637,0.778,0.547,España
2019-03-04,1.258,0.567,1.225,0.634,0.776,0.544,España
2019-02-25,1.253,0.563,1.22,0.629,0.778,0.546,España
2019-02-18,1.236,0.549,1.2,0.613,0.759,0.531,España
2019-02-11,1.231,0.544,1.191,0.605,0.743,0.517,España
2019-02-04,1.226,0.541,1.185,0.6,0.735,0.51,España
2019-01-28,1.222,0.537,1.178,0.594,0.73,0.506,España
2019-01-21,1.213,0.53,1.166,0.585,0.729,0.505,España
2019-01-14,1.197,0.517,1.148,0.57,0.716,0.495,España
2019-01-07,1.18,0.502,1.13,0.555,0.69,0.473,España
2018-12-17,1.212,0.54,1.164,0.594,0.736,0.519,España
2018-12-10,1.224,0.55,1.177,0.605,0.747,0.527,España
2018-12-03,1.242,0.565,1.196,0.621,0.76,0.536,España
2018-11-26,1.272,0.59,1.226,0.646,0.79,0.562,España
2018-11-19,1.296,0.61,1.247,0.664,0.815,0.584,España
2018-11-12,1.316,0.626,1.263,0.677,0.827,0.593,España
2018-11-05,1.335,0.642,1.275,0.686,0.843,0.606,España
2018-10-29,1.34,0.646,1.277,0.688,0.847,0.611,España
2018-10-22,1.344,0.65,1.276,0.687,0.844,0.607,España
2018-10-15,1.357,0.66,1.285,0.695,0.857,0.619,España
2018-10-08,1.351,0.655,1.271,0.683,0.863,0.624,España
2018-10-01,1.335,0.642,1.25,0.666,0.822,0.589,España
2018-09-24,1.332,0.64,1.245,0.661,0.806,0.575,España
2018-09-17,1.338,0.644,1.248,0.664,0.791,0.563,España
2018-09-10,1.341,0.647,1.246,0.663,0.803,0.573,España
2018-09-03,1.336,0.643,1.239,0.656,0.79,0.562,España
2018-08-27,1.329,0.637,1.23,0.65,0.782,0.556,España
2018-08-20,1.328,0.636,1.229,0.648,0.785,0.558,España
2018-08-13,1.327,0.635,1.227,0.646,0.782,0.555,España
2018-08-06,1.325,0.634,1.226,0.646,0.782,0.555,España
2018-07-30,1.319,0.629,1.222,0.642,0.782,0.555,España
2018-07-23,1.318,0.628,1.221,0.642,0.78,0.554,España
2018-07-16,1.326,0.635,1.229,0.649,0.776,0.55,España
2018-07-09,1.326,0.634,1.229,0.648,0.789,0.562,España
2018-07-02,1.318,0.628,1.222,0.642,0.777,0.551,España
2018-06-25,1.32,0.629,1.223,0.643,0.778,0.552,España
2018-06-18,1.328,0.637,1.232,0.651,0.778,0.554,España
2018-06-11,1.333,0.641,1.238,0.656,0.774,0.551,España
2018-06-04,1.337,0.644,1.243,0.66,0.785,0.56,España
2018-05-28,1.335,0.642,1.241,0.658,0.777,0.552,España
2018-05-21,1.323,0.632,1.228,0.647,0.769,0.546,España
2018-05-14,1.302,0.615,1.207,0.63,0.741,0.523,España
2018-05-07,1.286,0.602,1.191,0.617,0.74,0.522,España
2018-04-30,1.279,0.596,1.183,0.611,0.719,0.505,España
2018-04-23,1.269,0.588,1.173,0.602,0.723,0.508,España
2018-04-16,1.261,0.581,1.164,0.595,0.715,0.502,España
2018-04-09,1.253,0.575,1.155,0.587,0.705,0.494,España
2018-03-26,1.237,0.561,1.14,0.575,0.674,0.468,España
2018-03-19,1.221,0.547,1.13,0.566,0.679,0.472,España
2018-03-12,1.222,0.548,1.131,0.567,0.682,0.474,España
2018-03-05,1.227,0.553,1.137,0.572,0.689,0.481,España
2018-02-26,1.224,0.551,1.13,0.566,0.685,0.477,España
2018-02-19,1.228,0.554,1.133,0.569,0.685,0.477,España
2018-02-12,1.248,0.57,1.154,0.586,0.705,0.494,España
2018-02-05,1.257,0.577,1.163,0.594,0.718,0.504,España
2018-01-29,1.256,0.577,1.164,0.594,0.725,0.51,España
2018-01-22,1.255,0.576,1.166,0.596,0.728,0.513,España
2018-01-15,1.254,0.575,1.164,0.594,0.731,0.515,España
2018-01-08,1.249,0.571,1.156,0.588,0.713,0.501,España
2018-01-01,1.243,0.566,1.146,0.58,0.692,0.483,España
2017-12-18,1.235,0.56,1.138,0.573,0.689,0.48,España
2017-12-11,1.235,0.559,1.134,0.569,0.687,0.479,España
2017-12-04,1.238,0.562,1.135,0.571,0.685,0.477,España
2017-11-27,1.238,0.562,1.135,0.571,0.68,0.474,España
2017-11-20,1.241,0.565,1.137,0.572,0.679,0.472,España
2017-11-13,1.239,0.563,1.135,0.57,0.682,0.475,España
2017-11-06,1.221,0.547,1.121,0.559,0.656,0.454,España
2017-10-30,1.207,0.536,1.11,0.55,0.648,0.447,España
2017-10-23,1.203,0.533,1.11,0.55,0.644,0.443,España
2017-10-16,1.203,0.533,1.104,0.545,0.643,0.442,España
2017-10-09,1.206,0.535,1.109,0.549,0.645,0.444,España
2017-10-02,1.211,0.54,1.107,0.547,0.624,0.426,España
2017-09-25,1.211,0.539,1.095,0.537,0.635,0.436,España
2017-09-18,1.214,0.542,1.09,0.533,0.629,0.43,España
2017-09-11,1.218,0.545,1.084,0.529,0.632,0.433,España
2017-09-04,1.2,0.53,1.072,0.519,0.617,0.421,España
2017-08-28,1.19,0.522,1.067,0.515,0.61,0.414,España
2017-08-21,1.191,0.523,1.071,0.517,0.615,0.419,España
2017-08-14,1.192,0.523,1.073,0.519,0.619,0.423,España
2017-08-07,1.188,0.52,1.072,0.519,0.617,0.421,España
2017-07-31,1.181,0.515,1.061,0.51,0.594,0.402,España
2017-07-24,1.177,0.511,1.054,0.504,0.595,0.403,España
2017-07-17,1.172,0.508,1.048,0.499,0.596,0.403,España
2017-07-10,1.175,0.509,1.049,0.499,0.596,0.404,España
2017-07-03,1.168,0.504,1.039,0.491,0.593,0.401,España
2017-06-26,1.172,0.507,1.041,0.493,0.575,0.386,España
2017-06-19,1.182,0.516,1.05,0.5,0.599,0.406,España
2017-06-12,1.194,0.526,1.061,0.509,0.621,0.423,España
2017-06-05,1.208,0.537,1.079,0.525,0.629,0.43,España
2017-05-29,1.216,0.543,1.088,0.532,0.637,0.437,España
2017-05-22,1.211,0.539,1.082,0.527,0.638,0.438,España
2017-05-15,1.206,0.536,1.08,0.525,0.633,0.434,España
2017-05-08,1.22,0.547,1.093,0.536,0.683,0.475,España
2017-05-01,1.239,0.563,1.109,0.55,0.671,0.465,España
2017-04-24,1.258,0.578,1.126,0.563,0.673,0.467,España
2017-04-10,1.236,0.56,1.109,0.549,0.667,0.462,España
2017-04-03,1.216,0.543,1.094,0.537,0.65,0.448,España
2017-03-27,1.213,0.541,1.096,0.539,0.658,0.455,España
2017-03-20,1.218,0.545,1.106,0.547,0.672,0.466,España
2017-03-13,1.237,0.561,1.125,0.562,0.678,0.471,España
2017-03-06,1.25,0.571,1.132,0.568,0.689,0.48,España
2017-02-27,1.253,0.574,1.134,0.57,0.693,0.483,España
2017-02-20,1.255,0.576,1.131,0.567,0.69,0.481,España
2017-02-13,1.248,0.57,1.128,0.564,0.697,0.487,España
2017-02-06,1.246,0.568,1.125,0.562,0.722,0.508,España
2017-01-30,1.244,0.567,1.123,0.561,0.734,0.518,España
2017-01-23,1.242,0.565,1.124,0.561,0.757,0.537,España
2017-01-16,1.242,0.565,1.129,0.566,0.733,0.517,España
2017-01-09,1.247,0.569,1.137,0.572,0.687,0.478,España
2017-01-02,1.237,0.561,1.128,0.564,0.671,0.465,España
2016-12-19,1.216,0.543,1.106,0.546,0.65,0.449,España
2016-12-12,1.203,0.532,1.09,0.533,0.644,0.443,España
2016-12-05,1.184,0.517,1.07,0.516,0.621,0.424,España
2016-11-28,1.174,0.509,1.059,0.508,0.606,0.412,España
2016-11-21,1.159,0.496,1.041,0.493,0.591,0.4,España
2016-11-14,1.162,0.498,1.042,0.493,0.593,0.402,España
2016-11-07,1.18,0.513,1.061,0.509,0.604,0.41,España
2016-10-31,1.19,0.521,1.075,0.521,0.615,0.418,España
2016-10-24,1.189,0.521,1.073,0.519,0.612,0.416,España
2016-10-17,1.186,0.518,1.067,0.514,0.611,0.416,España
2016-10-10,1.179,0.512,1.053,0.502,0.603,0.409,España
2016-10-03,1.16,0.497,1.033,0.486,0.583,0.392,España
2016-09-26,1.156,0.494,1.028,0.482,0.581,0.391,España
2016-09-19,1.158,0.495,1.029,0.482,0.575,0.386,España
2016-09-12,1.155,0.492,1.028,0.481,0.572,0.383,España
2016-09-05,1.159,0.496,1.035,0.487,0.648,0.446,España
2016-08-29,1.157,0.494,1.037,0.489,0.674,0.467,España
2016-08-22,1.145,0.484,1.024,0.478,0.616,0.421,España
2016-08-15,1.132,0.473,1.004,0.461,0.623,0.427,España
2016-08-08,1.122,0.465,0.996,0.455,0.581,0.392,España
2016-08-01,1.134,0.476,1.015,0.471,0.56,0.375,España
2016-07-25,1.144,0.484,1.027,0.48,0.575,0.385,España
2016-07-18,1.15,0.488,1.031,0.484,0.578,0.388,España
2016-07-11,1.168,0.503,1.042,0.493,0.589,0.4,España
2016-07-04,1.183,0.516,1.05,0.5,0.586,0.397,España
2016-06-27,1.184,0.517,1.048,0.498,0.592,0.401,España
2016-06-20,1.179,0.513,1.052,0.502,0.59,0.4,España
2016-06-13,1.186,0.518,1.057,0.505,0.595,0.404,España
2016-06-06,1.192,0.523,1.055,0.504,0.594,0.403,España
2016-05-30,1.19,0.522,1.048,0.498,0.579,0.391,España
2016-05-23,1.178,0.512,1.032,0.485,0.565,0.379,España
2016-05-16,1.157,0.494,1.008,0.465,0.547,0.365,España
2016-05-09,1.16,0.497,1.006,0.463,0.545,0.363,España
2016-05-02,1.164,0.5,1.004,0.462,0.542,0.358,España
2016-04-25,1.152,0.49,0.986,0.447,0.526,0.347,España
2016-04-18,1.148,0.487,0.971,0.434,0.518,0.341,España
2016-04-11,1.127,0.47,0.954,0.42,0.507,0.332,España
2016-04-04,1.136,0.477,0.976,0.439,0.515,0.338,España
2016-03-21,1.116,0.461,0.978,0.44,0.521,0.342,España
2016-03-14,1.105,0.451,0.971,0.435,0.512,0.334,España
2016-03-07,1.078,0.429,0.946,0.414,0.495,0.321,España
2016-02-29,1.065,0.419,0.93,0.4,0.476,0.306,España
2016-02-22,1.07,0.422,0.929,0.399,0.487,0.315,España
2016-02-15,1.07,0.422,0.92,0.392,0.476,0.306,España
2016-02-08,1.098,0.446,0.93,0.401,0.485,0.313,España
2016-02-01,1.104,0.451,0.918,0.391,0.479,0.309,España
2016-01-25,1.095,0.443,0.909,0.384,0.469,0.299,España
2016-01-18,1.11,0.455,0.934,0.404,0.488,0.316,España
2016-01-11,1.132,0.473,0.958,0.424,0.511,0.335,España
2016-01-04,1.141,0.481,1.006,0.464,0.558,0.374,España
2015-12-14,1.141,0.481,1.006,0.464,0.558,0.374,España
2015-12-07,1.162,0.499,1.039,0.491,0.6,0.406,España
2015-11-30,1.166,0.502,1.054,0.503,0.603,0.411,España
2015-11-23,1.157,0.494,1.051,0.501,0.602,0.411,España
2015-11-16,1.17,0.505,1.066,0.513,0.615,0.42,España
2015-11-09,1.172,0.507,1.067,0.515,0.614,0.42,España
2015-11-02,1.155,0.493,1.053,0.503,0.607,0.414,España
2015-10-26,1.151,0.49,1.051,0.501,0.602,0.41,España
2015-10-19,1.166,0.502,1.063,0.511,0.611,0.417,España
2015-10-12,1.178,0.512,1.077,0.523,0.63,0.432,España
2015-10-05,1.17,0.506,1.07,0.517,0.619,0.424,España
2015-09-28,1.175,0.509,1.071,0.517,0.618,0.424,España
2015-09-21,1.179,0.513,1.072,0.519,0.617,0.423,España
2015-09-14,1.195,0.526,1.085,0.529,0.633,0.436,España
2015-09-07,1.194,0.525,1.081,0.526,0.619,0.424,España
2015-08-31,1.184,0.517,1.054,0.503,0.604,0.412,España
2015-08-24,1.233,0.557,1.087,0.531,0.641,0.44,España
2015-08-17,1.253,0.573,1.096,0.538,0.661,0.457,España
2015-08-10,1.272,0.589,1.106,0.546,0.663,0.459,España
2015-08-03,1.284,0.6,1.12,0.558,0.678,0.47,España
2015-07-27,1.307,0.619,1.138,0.573,0.696,0.488,España
2015-07-20,1.321,0.63,1.145,0.579,0.698,0.489,España
2015-07-13,1.332,0.639,1.158,0.589,0.709,0.498,España
2015-07-06,1.327,0.635,1.178,0.606,0.717,0.505,España
2015-06-29,1.325,0.633,1.177,0.605,0.721,0.509,España
2015-06-22,1.338,0.644,1.182,0.61,0.721,0.508,España
2015-06-15,1.33,0.638,1.186,0.613,0.724,0.509,España
2015-06-08,1.323,0.632,1.195,0.62,0.747,0.53,España
2015-06-01,1.319,0.628,1.201,0.625,0.745,0.529,España
2015-05-25,1.315,0.625,1.204,0.627,0.742,0.526,España
2015-05-18,1.311,0.621,1.203,0.626,0.743,0.527,España
2015-05-11,1.315,0.625,1.205,0.628,0.745,0.528,España
2015-05-04,1.317,0.627,1.201,0.625,0.741,0.525,España
2015-04-27,1.308,0.619,1.197,0.621,0.731,0.517,España
2015-04-20,1.288,0.603,1.18,0.607,0.713,0.502,España
2015-04-13,1.261,0.581,1.153,0.585,0.697,0.489,España
2015-03-30,1.267,0.585,1.156,0.587,0.704,0.494,España
2015-03-23,1.262,0.581,1.16,0.591,0.706,0.497,España
2015-03-16,1.269,0.587,1.179,0.606,0.718,0.506,España
2015-03-09,1.259,0.578,1.178,0.606,0.722,0.51,España
2015-03-02,1.237,0.561,1.171,0.6,0.715,0.503,España
2015-02-23,1.225,0.551,1.162,0.593,0.709,0.499,España
2015-02-16,1.209,0.538,1.141,0.575,0.692,0.485,España
2015-02-09,1.179,0.512,1.108,0.548,0.673,0.469,España
2015-02-02,1.136,0.477,1.072,0.518,0.628,0.432,España
2015-01-26,1.121,0.465,1.059,0.508,0.619,0.424,España
2015-01-19,1.117,0.461,1.057,0.505,0.627,0.43,España
2015-01-12,1.132,0.474,1.08,0.524,0.641,0.442,España
2015-01-05,1.151,0.488,1.102,0.542,0.664,0.461,España
2014-12-29,1.218,0.541,1.162,0.59,0.727,0.512,España
2014-12-22,1.218,0.541,1.162,0.59,0.727,0.512,España
2014-12-15,1.218,0.541,1.162,0.59,0.727,0.512,España
2014-12-08,1.254,0.571,1.195,0.617,0.766,0.543,España
2014-12-01,1.294,0.604,1.229,0.644,0.777,0.555,España
2014-11-24,1.308,0.616,1.241,0.655,0.786,0.562,España
2014-11-17,1.328,0.633,1.263,0.672,0.809,0.581,España
2014-11-10,1.331,0.635,1.266,0.675,0.812,0.584,España
2014-11-03,1.332,0.636,1.264,0.674,0.811,0.583,España
2014-10-27,1.329,0.633,1.26,0.67,0.812,0.583,España
2014-10-20,1.352,0.653,1.274,0.682,0.812,0.583,España
2014-10-13,1.392,0.686,1.298,0.702,0.842,0.608,España
2014-10-06,1.405,0.696,1.313,0.714,0.857,0.621,España
2014-09-29,1.402,0.694,1.313,0.714,0.86,0.623,España
2014-09-22,1.406,0.697,1.319,0.719,0.869,0.631,España
2014-09-15,1.416,0.705,1.327,0.725,0.869,0.63,España
2014-09-08,1.417,0.706,1.328,0.726,0.871,0.632,España
2014-09-01,1.413,0.703,1.325,0.724,0.87,0.631,España
2014-08-25,1.407,0.698,1.319,0.719,0.871,0.631,España
2014-08-18,1.414,0.704,1.326,0.725,0.876,0.635,España
2014-08-11,1.41,0.7,1.325,0.724,0.874,0.633,España
2014-08-04,1.405,0.697,1.316,0.716,0.873,0.633,España
2014-07-28,1.424,0.712,1.319,0.719,0.868,0.63,España
2014-07-21,1.437,0.723,1.321,0.721,0.874,0.635,España
2014-07-14,1.444,0.728,1.328,0.726,0.881,0.639,España
2014-07-07,1.452,0.735,1.338,0.735,0.886,0.644,España
2014-06-30,1.457,0.739,1.347,0.742,0.891,0.649,España
2014-06-23,1.449,0.732,1.341,0.737,0.886,0.645,España
2014-06-16,1.428,0.715,1.32,0.72,0.875,0.636,España
2014-06-09,1.422,0.71,1.316,0.717,0.875,0.635,España
2014-06-02,1.428,0.715,1.327,0.726,0.883,0.642,España
2014-05-26,1.424,0.711,1.326,0.724,0.881,0.64,España
2014-05-19,1.415,0.705,1.322,0.721,0.875,0.635,España
2014-05-12,1.417,0.706,1.315,0.716,0.87,0.631,España
2014-05-05,1.428,0.715,1.327,0.725,0.875,0.635,España
2014-04-28,1.428,0.715,1.329,0.727,0.875,0.635,España
2014-04-14,1.41,0.7,1.32,0.72,0.868,0.63,España
2014-04-07,1.4,0.692,1.319,0.719,0.867,0.629,España
2014-03-31,1.399,0.691,1.32,0.72,0.873,0.634,España
2014-03-24,1.393,0.686,1.315,0.716,0.868,0.63,España
2014-03-17,1.392,0.686,1.323,0.723,0.879,0.639,España
2014-03-10,1.4,0.692,1.335,0.732,0.891,0.649,España
2014-03-03,1.408,0.698,1.342,0.738,0.891,0.65,España
